/home/paperspace/biomlbench/scripts/gcp-deploy/deploy.py:170: SyntaxWarning: invalid escape sequence '\/'
[2025-08-20 01:20:53,553] [agents.py:368] 1 workers ran for 1135.41 seconds in total
[2025-08-20 01:20:53,553] [agents.py:369] Results saved to: /home/runner/biomlbench/runs/2025-08-20T01-01-58-GMT_run-group_mlagentbench
[2025-08-20 01:20:53,553] [agents.py:423] ✅ All 1 runs completed successfully!
[2025-08-20 01:20:53,553] [agents.py:426] Submission file ready for grading: /home/runner/biomlbench/runs/2025-08-20T01-01-58-GMT_run-group_mlagentbench/submission.jsonl
[2025-08-20 01:20:53,553] [agents.py:427] To grade results, run: biomlbench grade --submission /home/runner/biomlbench/runs/2025-08-20T01-01-58-GMT_run-group_mlagentbench/submission.jsonl --output-dir results/
[2025-08-20 01:20:54,666] [s3_utils.py:93] S3 uploader initialized for bucket: biomlbench
[2025-08-20 01:20:54,666] [s3_utils.py:175] Upload run group - agent_id: mlagentbench, task_ids: ['polarishub/tdcommons-cyp2d6-substrate-carbonmangels']
[2025-08-20 01:20:54,667] [s3_utils.py:108] Compressing 2025-08-20T01-01-58-GMT_run-group_mlagentbench to /tmp/tmpyovknhvr.tar.gz
[2025-08-20 01:20:54,866] [s3_utils.py:134] Uploading tmpyovknhvr.tar.gz (0.5 MB) to s3://biomlbench/v1/artifacts/runs/mlagentbench/polarishub-tdcommons-cyp2d6-substrate-carbonmangels/2025-08-20T01-01-58-GMT_run-group_mlagentbench.tar.gz
[2025-08-20 01:20:55,257] [s3_utils.py:142] ✅ Successfully uploaded v1/artifacts/runs/mlagentbench/polarishub-tdcommons-cyp2d6-substrate-carbonmangels/2025-08-20T01-01-58-GMT_run-group_mlagentbench.tar.gz
[2025-08-20 01:20:55,257] [agents.py:439] 📤 Successfully uploaded run group artifacts to S3

Grading submissions:   0%|          | 0/1 [00:00<?, ?submission/s][2025-08-20 01:21:01,324] [_client.py:1025] HTTP Request: GET https://polarishub.io/api/v1/benchmark/tdcommons/cyp2d6-substrate-carbonmangels "HTTP/1.1 200 OK"
[2025-08-20 01:21:01,675] [_client.py:1025] HTTP Request: GET https://polarishub.io/api/v1/dataset/tdcommons/cyp2d6-substrate-carbonmangels "HTTP/1.1 200 OK"
[2025-08-20 01:21:03,751] [_artifact.py:96] The version of Polaris that was used to create the artifact (dev) is different from the currently installed version of Polaris (0.13.0).
[2025-08-20 01:21:03,931] [_checksum.py:67] To verify the checksum, we need to recompute it. This can be slow for large datasets.
[2025-08-20 01:21:04,045] [_artifact.py:96] The version of Polaris that was used to create the artifact (dev) is different from the currently installed version of Polaris (0.13.0).
[2025-08-20 01:21:04,047] [_checksum.py:60] No checksum to verify against. Specify either the md5sum parameter or store the checksum in the dataset.md5sum attribute.

Grading submissions: 100%|██████████| 1/1 [00:03<00:00,  3.93s/submission]
Grading submissions: 100%|██████████| 1/1 [00:03<00:00,  3.93s/submission]
[2025-08-20 01:21:04,120] [grade.py:70] {
    "total_runs": 1,
    "total_runs_with_submissions": 1,
    "total_valid_submissions": 1,
    "total_medals": 0,
    "total_gold_medals": 0,
    "total_silver_medals": 0,
    "total_bronze_medals": 0,
    "total_above_median": 0,
    "total_beats_human": 0,
    "avg_leaderboard_percentile": 14.3,
    "best_leaderboard_percentile": 14.3,
    "worst_leaderboard_percentile": 14.3
}
[2025-08-20 01:21:04,131] [grade.py:77] [1;35mSaved summary report to results/2025-08-20T01-21-00-GMT_grading_report.json[0m
[2025-08-20 01:21:04,131] [grade.py:89] [1;35mSaved 1 individual task reports to results/2025-08-20T01-21-00-GMT_individual_reports[0m
[2025-08-20 01:21:04,355] [s3_utils.py:93] S3 uploader initialized for bucket: biomlbench
[2025-08-20 01:21:04,355] [s3_utils.py:248] Upload grading results - agent_id: mlagentbench, task_id: polarishub/tdcommons-cyp2d6-substrate-carbonmangels
[2025-08-20 01:21:04,356] [s3_utils.py:119] Compressing 2025-08-20T01-21-00-GMT_grading_report.json to /tmp/tmpc995gfi5.gz
[2025-08-20 01:21:04,356] [s3_utils.py:134] Uploading tmpc995gfi5.gz (0.0 MB) to s3://biomlbench/v1/artifacts/grades/mlagentbench/polarishub-tdcommons-cyp2d6-substrate-carbonmangels/2025-08-20T01-21-00-GMT_grading_report.json.gz
[2025-08-20 01:21:04,475] [s3_utils.py:142] ✅ Successfully uploaded v1/artifacts/grades/mlagentbench/polarishub-tdcommons-cyp2d6-substrate-carbonmangels/2025-08-20T01-21-00-GMT_grading_report.json.gz
[2025-08-20 01:21:04,475] [s3_utils.py:108] Compressing 2025-08-20T01-21-00-GMT_individual_reports to /tmp/tmp7tygbcip.tar.gz
[2025-08-20 01:21:04,476] [s3_utils.py:134] Uploading tmp7tygbcip.tar.gz (0.0 MB) to s3://biomlbench/v1/artifacts/grades/mlagentbench/polarishub-tdcommons-cyp2d6-substrate-carbonmangels/2025-08-20T01-21-00-GMT_individual_reports.tar.gz
[2025-08-20 01:21:04,599] [s3_utils.py:142] ✅ Successfully uploaded v1/artifacts/grades/mlagentbench/polarishub-tdcommons-cyp2d6-substrate-carbonmangels/2025-08-20T01-21-00-GMT_individual_reports.tar.gz
[2025-08-20 01:21:04,599] [grade.py:103] 📤 Successfully uploaded grading results to S3
[2025-08-20 01:21:04,599] [cli.py:401] Grading complete. Summary: results/2025-08-20T01-21-00-GMT_grading_report.json, Individual reports: results/2025-08-20T01-21-00-GMT_individual_reports
============================================================

[2025-08-20 01:21:10] Deleting VM: bioml-mlagentbench-polarishub-tdcommons-cyp2d6-su-dbd8-8bcd9886
[2025-08-20 01:22:17] ✅ Deleted VM: bioml-mlagentbench-polarishub-tdcommons-cyp2d6-su-dbd8-8bcd9886
[2025-08-20 01:22:17] 🎉 SUCCESS: mlagentbench -> polarishub/tdcommons-cyp2d6-substrate-carbonmangels
[2025-08-20 01:22:23] ✅ Job completed on bioml-mlagentbench-polarishub-tdcommons-herg-9656b23c: mlagentbench -> polarishub/tdcommons-herg

============================================================
JOB OUTPUT:
============================================================
📁 Run group: 2025-08-20T01-01-52-GMT_run-group_mlagentbench
[2025-08-20 01:22:16] INFO     The version of Polaris that was   _artifact.py:96
                               used to create the artifact (dev)                
                               is different from the currently                  
                               installed version of Polaris                     
                               (0.13.0).                                        
                      INFO     To verify the checksum, we need   _checksum.py:67
                               to recompute it. This can be slow                
                               for large datasets.                              
[01:22:16]  Success: Fetching dataset                              context.py:53
                      INFO     The version of Polaris that was   _artifact.py:96
                               used to create the artifact (dev)                
                               is different from the currently                  
                               installed version of Polaris                     
                               (0.13.0).                                        
                      WARNING  No checksum to verify against.    _checksum.py:60
                               Specify either the md5sum                        
                               parameter or store the checksum                  
                               in the dataset.md5sum attribute.                 
            Success: Fetching benchmark                            context.py:53

📊 Grading timestamp: 2025-08-20T01-22-13-GMT
📤 S3 artifacts for this run:
  Run artifacts:
    s3://biomlbench/v1/artifacts/runs/mlagentbench/polarishub-tdcommons-herg/2025-08-20T01-01-52-GMT_run-group_mlagentbench.tar.gz
    OR s3://biomlbench/v1/artifacts/failed_runs/mlagentbench/polarishub-tdcommons-herg/2025-08-20T01-01-52-GMT_run-group_mlagentbench.tar.gz (if failed)
  Grading artifacts:
    s3://biomlbench/v1/artifacts/grades/mlagentbench/polarishub-tdcommons-herg/2025-08-20T01-22-13-GMT_grading_report.json.gz
    s3://biomlbench/v1/artifacts/grades/mlagentbench/polarishub-tdcommons-herg/2025-08-20T01-22-13-GMT_individual_reports.tar.gz
    OR s3://biomlbench/v1/artifacts/failed_grades/mlagentbench/polarishub-tdcommons-herg/2025-08-20T01-22-13-GMT_*.gz (if failed)
🔍 Verifying uploads...
✅ Run artifacts uploaded successfully (organized structure)
✅ Grading artifacts uploaded successfully (organized structure)
✅ Job completed successfully
[2025-08-20 01:01:52,254] [agents.py:461] Running agent 'mlagentbench' on tasks: ['polarishub/tdcommons-herg']
[2025-08-20 01:01:52,325] [agents.py:286] Launching run group: 2025-08-20T01-01-52-GMT_run-group_mlagentbench
[2025-08-20 01:01:52,332] [agents.py:297] Using task-specific time limit of 28800s for task polarishub/tdcommons-herg
[2025-08-20 01:01:52,333] [agents.py:319] Creating 1 workers to serve 1 tasks...
[2025-08-20 01:01:52,965] [utils.py:159] Container created: task-polarishub-tdcommons-herg-2025-08-20T01-01-52-GMT-3fa85a89d4b04cf0aac43e10e59bf4c3
[2025-08-20 01:22:06,849] [utils.py:392] Generated submission file: /home/runner/biomlbench/runs/2025-08-20T01-01-52-GMT_run-group_mlagentbench/submission.jsonl
[2025-08-20 01:22:06,849] [agents.py:368] 1 workers ran for 1214.52 seconds in total
[2025-08-20 01:22:06,849] [agents.py:369] Results saved to: /home/runner/biomlbench/runs/2025-08-20T01-01-52-GMT_run-group_mlagentbench
[2025-08-20 01:22:06,849] [agents.py:423] ✅ All 1 runs completed successfully!
[2025-08-20 01:22:06,849] [agents.py:426] Submission file ready for grading: /home/runner/biomlbench/runs/2025-08-20T01-01-52-GMT_run-group_mlagentbench/submission.jsonl
[2025-08-20 01:22:06,849] [agents.py:427] To grade results, run: biomlbench grade --submission /home/runner/biomlbench/runs/2025-08-20T01-01-52-GMT_run-group_mlagentbench/submission.jsonl --output-dir results/
[2025-08-20 01:22:08,022] [s3_utils.py:93] S3 uploader initialized for bucket: biomlbench
[2025-08-20 01:22:08,023] [s3_utils.py:175] Upload run group - agent_id: mlagentbench, task_ids: ['polarishub/tdcommons-herg']
[2025-08-20 01:22:08,023] [s3_utils.py:108] Compressing 2025-08-20T01-01-52-GMT_run-group_mlagentbench to /tmp/tmpr53nae0e.tar.gz
[2025-08-20 01:22:08,197] [s3_utils.py:134] Uploading tmpr53nae0e.tar.gz (0.4 MB) to s3://biomlbench/v1/artifacts/runs/mlagentbench/polarishub-tdcommons-herg/2025-08-20T01-01-52-GMT_run-group_mlagentbench.tar.gz
[2025-08-20 01:22:08,525] [s3_utils.py:142] ✅ Successfully uploaded v1/artifacts/runs/mlagentbench/polarishub-tdcommons-herg/2025-08-20T01-01-52-GMT_run-group_mlagentbench.tar.gz
[2025-08-20 01:22:08,526] [agents.py:439] 📤 Successfully uploaded run group artifacts to S3

Grading submissions:   0%|          | 0/1 [00:00<?, ?submission/s][2025-08-20 01:22:14,544] [_client.py:1025] HTTP Request: GET https://polarishub.io/api/v1/benchmark/tdcommons/herg "HTTP/1.1 200 OK"
[2025-08-20 01:22:14,915] [_client.py:1025] HTTP Request: GET https://polarishub.io/api/v1/dataset/tdcommons/herg "HTTP/1.1 200 OK"
[2025-08-20 01:22:16,742] [_artifact.py:96] The version of Polaris that was used to create the artifact (dev) is different from the currently installed version of Polaris (0.13.0).
[2025-08-20 01:22:16,874] [_checksum.py:67] To verify the checksum, we need to recompute it. This can be slow for large datasets.
[2025-08-20 01:22:16,980] [_artifact.py:96] The version of Polaris that was used to create the artifact (dev) is different from the currently installed version of Polaris (0.13.0).
[2025-08-20 01:22:16,982] [_checksum.py:60] No checksum to verify against. Specify either the md5sum parameter or store the checksum in the dataset.md5sum attribute.

Grading submissions: 100%|██████████| 1/1 [00:03<00:00,  3.51s/submission]
Grading submissions: 100%|██████████| 1/1 [00:03<00:00,  3.51s/submission]
[2025-08-20 01:22:17,119] [grade.py:70] {
    "total_runs": 1,
    "total_runs_with_submissions": 1,
    "total_valid_submissions": 1,
    "total_medals": 0,
    "total_gold_medals": 0,
    "total_silver_medals": 0,
    "total_bronze_medals": 0,
    "total_above_median": 0,
    "total_beats_human": 0,
    "avg_leaderboard_percentile": 14.3,
    "best_leaderboard_percentile": 14.3,
    "worst_leaderboard_percentile": 14.3
}
[2025-08-20 01:22:17,167] [grade.py:77] [1;35mSaved summary report to results/2025-08-20T01-22-13-GMT_grading_report.json[0m
[2025-08-20 01:22:17,167] [grade.py:89] [1;35mSaved 1 individual task reports to results/2025-08-20T01-22-13-GMT_individual_reports[0m
[2025-08-20 01:22:17,396] [s3_utils.py:93] S3 uploader initialized for bucket: biomlbench
[2025-08-20 01:22:17,396] [s3_utils.py:248] Upload grading results - agent_id: mlagentbench, task_id: polarishub/tdcommons-herg
[2025-08-20 01:22:17,396] [s3_utils.py:119] Compressing 2025-08-20T01-22-13-GMT_grading_report.json to /tmp/tmp90z00wun.gz
[2025-08-20 01:22:17,397] [s3_utils.py:134] Uploading tmp90z00wun.gz (0.0 MB) to s3://biomlbench/v1/artifacts/grades/mlagentbench/polarishub-tdcommons-herg/2025-08-20T01-22-13-GMT_grading_report.json.gz
[2025-08-20 01:22:17,520] [s3_utils.py:142] ✅ Successfully uploaded v1/artifacts/grades/mlagentbench/polarishub-tdcommons-herg/2025-08-20T01-22-13-GMT_grading_report.json.gz
[2025-08-20 01:22:17,520] [s3_utils.py:108] Compressing 2025-08-20T01-22-13-GMT_individual_reports to /tmp/tmps7y0o03v.tar.gz
[2025-08-20 01:22:17,521] [s3_utils.py:134] Uploading tmps7y0o03v.tar.gz (0.0 MB) to s3://biomlbench/v1/artifacts/grades/mlagentbench/polarishub-tdcommons-herg/2025-08-20T01-22-13-GMT_individual_reports.tar.gz
[2025-08-20 01:22:17,613] [s3_utils.py:142] ✅ Successfully uploaded v1/artifacts/grades/mlagentbench/polarishub-tdcommons-herg/2025-08-20T01-22-13-GMT_individual_reports.tar.gz
[2025-08-20 01:22:17,613] [grade.py:103] 📤 Successfully uploaded grading results to S3
[2025-08-20 01:22:17,613] [cli.py:401] Grading complete. Summary: results/2025-08-20T01-22-13-GMT_grading_report.json, Individual reports: results/2025-08-20T01-22-13-GMT_individual_reports
============================================================

[2025-08-20 01:22:23] Deleting VM: bioml-mlagentbench-polarishub-tdcommons-herg-9656b23c
[2025-08-20 01:22:29] ✅ Job completed on bioml-stella-manual-open-problems-label-projection-2a8c5a60: stella -> manual/open-problems-label-projection

============================================================
JOB OUTPUT:
============================================================
📁 Run group: 2025-08-20T01-08-36-GMT_run-group_stella
📊 Grading timestamp: 2025-08-20T01-22-24-GMT
📤 S3 artifacts for this run:
  Run artifacts:
    s3://biomlbench/v1/artifacts/runs/stella/manual-open-problems-label-projection/2025-08-20T01-08-36-GMT_run-group_stella.tar.gz
    OR s3://biomlbench/v1/artifacts/failed_runs/stella/manual-open-problems-label-projection/2025-08-20T01-08-36-GMT_run-group_stella.tar.gz (if failed)
  Grading artifacts:
    s3://biomlbench/v1/artifacts/grades/stella/manual-open-problems-label-projection/2025-08-20T01-22-24-GMT_grading_report.json.gz
    s3://biomlbench/v1/artifacts/grades/stella/manual-open-problems-label-projection/2025-08-20T01-22-24-GMT_individual_reports.tar.gz
    OR s3://biomlbench/v1/artifacts/failed_grades/stella/manual-open-problems-label-projection/2025-08-20T01-22-24-GMT_*.gz (if failed)
🔍 Verifying uploads...
✅ Run artifacts uploaded successfully (organized structure)
✅ Grading artifacts uploaded successfully (organized structure)
✅ Job completed successfully
[2025-08-20 01:08:36,587] [agents.py:461] Running agent 'stella' on tasks: ['manual/open-problems-label-projection']
[2025-08-20 01:08:42,267] [agents.py:286] Launching run group: 2025-08-20T01-08-36-GMT_run-group_stella
[2025-08-20 01:08:42,272] [agents.py:297] Using task-specific time limit of 28800s for task manual/open-problems-label-projection
[2025-08-20 01:08:42,273] [agents.py:319] Creating 1 workers to serve 1 tasks...
[2025-08-20 01:08:42,950] [utils.py:159] Container created: task-manual-open-problems-label-projection-2025-08-20T01-08-42-GMT-4189cd4f2ddf4cf78f7d0e6ce4924046
[2025-08-20 01:22:18,046] [utils.py:392] Generated submission file: /home/runner/biomlbench/runs/2025-08-20T01-08-36-GMT_run-group_stella/submission.jsonl
[2025-08-20 01:22:18,047] [agents.py:368] 1 workers ran for 815.77 seconds in total
[2025-08-20 01:22:18,047] [agents.py:369] Results saved to: /home/runner/biomlbench/runs/2025-08-20T01-08-36-GMT_run-group_stella
[2025-08-20 01:22:18,047] [agents.py:423] ✅ All 1 runs completed successfully!
[2025-08-20 01:22:18,047] [agents.py:426] Submission file ready for grading: /home/runner/biomlbench/runs/2025-08-20T01-08-36-GMT_run-group_stella/submission.jsonl
[2025-08-20 01:22:18,047] [agents.py:427] To grade results, run: biomlbench grade --submission /home/runner/biomlbench/runs/2025-08-20T01-08-36-GMT_run-group_stella/submission.jsonl --output-dir results/
[2025-08-20 01:22:19,245] [s3_utils.py:93] S3 uploader initialized for bucket: biomlbench
[2025-08-20 01:22:19,245] [s3_utils.py:175] Upload run group - agent_id: stella, task_ids: ['manual/open-problems-label-projection']
[2025-08-20 01:22:19,246] [s3_utils.py:108] Compressing 2025-08-20T01-08-36-GMT_run-group_stella to /tmp/tmp_w8j10fe.tar.gz
[2025-08-20 01:22:19,291] [s3_utils.py:134] Uploading tmp_w8j10fe.tar.gz (0.1 MB) to s3://biomlbench/v1/artifacts/runs/stella/manual-open-problems-label-projection/2025-08-20T01-08-36-GMT_run-group_stella.tar.gz
[2025-08-20 01:22:19,470] [s3_utils.py:142] ✅ Successfully uploaded v1/artifacts/runs/stella/manual-open-problems-label-projection/2025-08-20T01-08-36-GMT_run-group_stella.tar.gz
[2025-08-20 01:22:19,470] [agents.py:439] 📤 Successfully uploaded run group artifacts to S3

Grading submissions:   0%|          | 0/1 [00:00<?, ?submission/s][2025-08-20 01:22:24,782] [grade_helpers.py:43] Invalid submission: Submission must contain 'label' column

Grading submissions: 100%|██████████| 1/1 [00:00<00:00,  1.38submission/s]
Grading submissions: 100%|██████████| 1/1 [00:00<00:00,  1.38submission/s]
[2025-08-20 01:22:24,842] [grade.py:70] {
    "total_runs": 1,
    "total_runs_with_submissions": 1,
    "total_valid_submissions": 0,
    "total_medals": 0,
    "total_gold_medals": 0,
    "total_silver_medals": 0,
    "total_bronze_medals": 0,
    "total_above_median": 0,
    "total_beats_human": 0,
    "avg_leaderboard_percentile": null,
    "best_leaderboard_percentile": null,
    "worst_leaderboard_percentile": null
}
[2025-08-20 01:22:24,843] [grade.py:77] [1;35mSaved summary report to results/2025-08-20T01-22-24-GMT_grading_report.json[0m
[2025-08-20 01:22:24,843] [grade.py:89] [1;35mSaved 1 individual task reports to results/2025-08-20T01-22-24-GMT_individual_reports[0m
[2025-08-20 01:22:25,044] [s3_utils.py:93] S3 uploader initialized for bucket: biomlbench
[2025-08-20 01:22:25,044] [s3_utils.py:248] Upload grading results - agent_id: stella, task_id: manual/open-problems-label-projection
[2025-08-20 01:22:25,044] [s3_utils.py:119] Compressing 2025-08-20T01-22-24-GMT_grading_report.json to /tmp/tmp60tavty8.gz
[2025-08-20 01:22:25,044] [s3_utils.py:134] Uploading tmp60tavty8.gz (0.0 MB) to s3://biomlbench/v1/artifacts/grades/stella/manual-open-problems-label-projection/2025-08-20T01-22-24-GMT_grading_report.json.gz
[2025-08-20 01:22:25,138] [s3_utils.py:142] ✅ Successfully uploaded v1/artifacts/grades/stella/manual-open-problems-label-projection/2025-08-20T01-22-24-GMT_grading_report.json.gz
[2025-08-20 01:22:25,138] [s3_utils.py:108] Compressing 2025-08-20T01-22-24-GMT_individual_reports to /tmp/tmpqn265_8x.tar.gz
[2025-08-20 01:22:25,139] [s3_utils.py:134] Uploading tmpqn265_8x.tar.gz (0.0 MB) to s3://biomlbench/v1/artifacts/grades/stella/manual-open-problems-label-projection/2025-08-20T01-22-24-GMT_individual_reports.tar.gz
[2025-08-20 01:22:25,251] [s3_utils.py:142] ✅ Successfully uploaded v1/artifacts/grades/stella/manual-open-problems-label-projection/2025-08-20T01-22-24-GMT_individual_reports.tar.gz
[2025-08-20 01:22:25,251] [grade.py:103] 📤 Successfully uploaded grading results to S3
[2025-08-20 01:22:25,251] [cli.py:401] Grading complete. Summary: results/2025-08-20T01-22-24-GMT_grading_report.json, Individual reports: results/2025-08-20T01-22-24-GMT_individual_reports
============================================================

[2025-08-20 01:22:29] Deleting VM: bioml-stella-manual-open-problems-label-projection-2a8c5a60
[2025-08-20 01:22:38] ✅ Job completed on bioml-mlagentbench-polarishub-polaris-pkis2-egfr--4828-d425723b: mlagentbench -> polarishub/polaris-pkis2-egfr-wt-c-1

============================================================
JOB OUTPUT:
============================================================
📁 Run group: 2025-08-20T01-01-57-GMT_run-group_mlagentbench
[2025-08-20 01:22:33] INFO     The version of Polaris that was   _artifact.py:96
                               used to create the artifact                      
                               (0.0.0) is different from the                    
                               currently installed version of                   
                               Polaris (0.13.0).                                
                      INFO     To verify the checksum, we need   _checksum.py:67
                               to recompute it. This can be slow                
                               for large datasets.                              
[01:22:33]  Success: Fetching dataset                              context.py:53
                      INFO     The version of Polaris that was   _artifact.py:96
                               used to create the artifact                      
                               (0.0.0) is different from the                    
                               currently installed version of                   
                               Polaris (0.13.0).                                
                      WARNING  No checksum to verify against.    _checksum.py:60
                               Specify either the md5sum                        
                               parameter or store the checksum                  
                               in the dataset.md5sum attribute.                 
            Success: Fetching benchmark                            context.py:53

📊 Grading timestamp: 2025-08-20T01-22-30-GMT
📤 S3 artifacts for this run:
  Run artifacts:
    s3://biomlbench/v1/artifacts/runs/mlagentbench/polarishub-polaris-pkis2-egfr-wt-c-1/2025-08-20T01-01-57-GMT_run-group_mlagentbench.tar.gz
    OR s3://biomlbench/v1/artifacts/failed_runs/mlagentbench/polarishub-polaris-pkis2-egfr-wt-c-1/2025-08-20T01-01-57-GMT_run-group_mlagentbench.tar.gz (if failed)
  Grading artifacts:
    s3://biomlbench/v1/artifacts/grades/mlagentbench/polarishub-polaris-pkis2-egfr-wt-c-1/2025-08-20T01-22-30-GMT_grading_report.json.gz
    s3://biomlbench/v1/artifacts/grades/mlagentbench/polarishub-polaris-pkis2-egfr-wt-c-1/2025-08-20T01-22-30-GMT_individual_reports.tar.gz
    OR s3://biomlbench/v1/artifacts/failed_grades/mlagentbench/polarishub-polaris-pkis2-egfr-wt-c-1/2025-08-20T01-22-30-GMT_*.gz (if failed)
🔍 Verifying uploads...
✅ Run artifacts uploaded successfully (organized structure)
✅ Grading artifacts uploaded successfully (organized structure)
✅ Job completed successfully
[2025-08-20 01:01:57,562] [agents.py:461] Running agent 'mlagentbench' on tasks: ['polarishub/polaris-pkis2-egfr-wt-c-1']
[2025-08-20 01:01:57,599] [agents.py:286] Launching run group: 2025-08-20T01-01-57-GMT_run-group_mlagentbench
[2025-08-20 01:01:57,607] [agents.py:297] Using task-specific time limit of 28800s for task polarishub/polaris-pkis2-egfr-wt-c-1
[2025-08-20 01:01:57,610] [agents.py:319] Creating 1 workers to serve 1 tasks...
[2025-08-20 01:01:57,894] [utils.py:159] Container created: task-polarishub-polaris-pkis2-egfr-wt-c-1-2025-08-20T01-01-57-GMT-af2611df6b064354b7e0b7367f0fee9d
[2025-08-20 01:22:24,266] [utils.py:392] Generated submission file: /home/runner/biomlbench/runs/2025-08-20T01-01-57-GMT_run-group_mlagentbench/submission.jsonl
[2025-08-20 01:22:24,266] [agents.py:368] 1 workers ran for 1226.66 seconds in total
[2025-08-20 01:22:24,266] [agents.py:369] Results saved to: /home/runner/biomlbench/runs/2025-08-20T01-01-57-GMT_run-group_mlagentbench
[2025-08-20 01:22:24,266] [agents.py:423] ✅ All 1 runs completed successfully!
[2025-08-20 01:22:24,267] [agents.py:426] Submission file ready for grading: /home/runner/biomlbench/runs/2025-08-20T01-01-57-GMT_run-group_mlagentbench/submission.jsonl
[2025-08-20 01:22:24,267] [agents.py:427] To grade results, run: biomlbench grade --submission /home/runner/biomlbench/runs/2025-08-20T01-01-57-GMT_run-group_mlagentbench/submission.jsonl --output-dir results/
[2025-08-20 01:22:25,314] [s3_utils.py:93] S3 uploader initialized for bucket: biomlbench
[2025-08-20 01:22:25,314] [s3_utils.py:175] Upload run group - agent_id: mlagentbench, task_ids: ['polarishub/polaris-pkis2-egfr-wt-c-1']
[2025-08-20 01:22:25,314] [s3_utils.py:108] Compressing 2025-08-20T01-01-57-GMT_run-group_mlagentbench to /tmp/tmp1ttzvafo.tar.gz
[2025-08-20 01:22:25,743] [s3_utils.py:134] Uploading tmp1ttzvafo.tar.gz (1.0 MB) to s3://biomlbench/v1/artifacts/runs/mlagentbench/polarishub-polaris-pkis2-egfr-wt-c-1/2025-08-20T01-01-57-GMT_run-group_mlagentbench.tar.gz
[2025-08-20 01:22:26,132] [s3_utils.py:142] ✅ Successfully uploaded v1/artifacts/runs/mlagentbench/polarishub-polaris-pkis2-egfr-wt-c-1/2025-08-20T01-01-57-GMT_run-group_mlagentbench.tar.gz
[2025-08-20 01:22:26,132] [agents.py:439] 📤 Successfully uploaded run group artifacts to S3

Grading submissions:   0%|          | 0/1 [00:00<?, ?submission/s][2025-08-20 01:22:31,506] [_client.py:1025] HTTP Request: GET https://polarishub.io/api/v1/benchmark/polaris/pkis2-egfr-wt-c-1 "HTTP/1.1 200 OK"
[2025-08-20 01:22:31,825] [_client.py:1025] HTTP Request: GET https://polarishub.io/api/v1/dataset/polaris/kinase-pkis2-1 "HTTP/1.1 200 OK"
[2025-08-20 01:22:33,255] [_artifact.py:96] The version of Polaris that was used to create the artifact (0.0.0) is different from the currently installed version of Polaris (0.13.0).
[2025-08-20 01:22:33,350] [_checksum.py:67] To verify the checksum, we need to recompute it. This can be slow for large datasets.
[2025-08-20 01:22:33,485] [_artifact.py:96] The version of Polaris that was used to create the artifact (0.0.0) is different from the currently installed version of Polaris (0.13.0).
[2025-08-20 01:22:33,487] [_checksum.py:60] No checksum to verify against. Specify either the md5sum parameter or store the checksum in the dataset.md5sum attribute.

Grading submissions: 100%|██████████| 1/1 [00:03<00:00,  3.20s/submission]
Grading submissions: 100%|██████████| 1/1 [00:03<00:00,  3.20s/submission]
[2025-08-20 01:22:33,611] [grade.py:70] {
    "total_runs": 1,
    "total_runs_with_submissions": 1,
    "total_valid_submissions": 1,
    "total_medals": 0,
    "total_gold_medals": 0,
    "total_silver_medals": 0,
    "total_bronze_medals": 0,
    "total_above_median": 1,
    "total_beats_human": 0,
    "avg_leaderboard_percentile": 60.0,
    "best_leaderboard_percentile": 60.0,
    "worst_leaderboard_percentile": 60.0
}
[2025-08-20 01:22:33,612] [grade.py:77] [1;35mSaved summary report to results/2025-08-20T01-22-30-GMT_grading_report.json[0m
[2025-08-20 01:22:33,612] [grade.py:89] [1;35mSaved 1 individual task reports to results/2025-08-20T01-22-30-GMT_individual_reports[0m
[2025-08-20 01:22:33,835] [s3_utils.py:93] S3 uploader initialized for bucket: biomlbench
[2025-08-20 01:22:33,835] [s3_utils.py:248] Upload grading results - agent_id: mlagentbench, task_id: polarishub/polaris-pkis2-egfr-wt-c-1
[2025-08-20 01:22:33,836] [s3_utils.py:119] Compressing 2025-08-20T01-22-30-GMT_grading_report.json to /tmp/tmpxz8_yaqp.gz
[2025-08-20 01:22:33,836] [s3_utils.py:134] Uploading tmpxz8_yaqp.gz (0.0 MB) to s3://biomlbench/v1/artifacts/grades/mlagentbench/polarishub-polaris-pkis2-egfr-wt-c-1/2025-08-20T01-22-30-GMT_grading_report.json.gz
[2025-08-20 01:22:33,923] [s3_utils.py:142] ✅ Successfully uploaded v1/artifacts/grades/mlagentbench/polarishub-polaris-pkis2-egfr-wt-c-1/2025-08-20T01-22-30-GMT_grading_report.json.gz
[2025-08-20 01:22:33,923] [s3_utils.py:108] Compressing 2025-08-20T01-22-30-GMT_individual_reports to /tmp/tmpbn9pqac3.tar.gz
[2025-08-20 01:22:33,924] [s3_utils.py:134] Uploading tmpbn9pqac3.tar.gz (0.0 MB) to s3://biomlbench/v1/artifacts/grades/mlagentbench/polarishub-polaris-pkis2-egfr-wt-c-1/2025-08-20T01-22-30-GMT_individual_reports.tar.gz
[2025-08-20 01:22:34,013] [s3_utils.py:142] ✅ Successfully uploaded v1/artifacts/grades/mlagentbench/polarishub-polaris-pkis2-egfr-wt-c-1/2025-08-20T01-22-30-GMT_individual_reports.tar.gz
